question,correct_answer,config,system_prompt,response
A company sells DVD players for $200 per unit. The players have a unit variable cost of $160. The company estimates that it will sell one home entertainment system for every four DVD players sold. Home entertainment systems have a unit variable cost of $460 and sell for $600 per unit. The company's fixed costs are $90000. Assuming that the sales mix estimate is correct how many DVD players need to be sold for the company to break even?,1200,B,Answer the following question concisely and factually.,"To calculate the break-even point for DVD players, we need to consider the sales mix and the contribution margin from both DVD players and home entertainment systems.

### Given:
- **Price of DVD player** = $200  
- **Variable cost of DVD player** = $160  
- **Contribution margin per DVD player** = $200 - $160 = **$40**  
- **Price of home entertainment system** = $600  
- **Variable cost of home entertainment system** = $460  
- **Contribution margin per home entertainment system** = $600 - $460 = **$140**  
- **Sales mix**: 1 home entertainment system for every 4 DVD players → **4 DVD players : 1 home entertainment system**  
- **Fixed costs** = $90,000  

### Step 1: Compute the weighted contribution margin per bundle (4 DVD players + 1 home entertainment system):
- Contribution from 4 DVD players: 4 × $40 = **$160**  
- Contribution from 1 home entertainment system: $140  
- Total contribution per bundle = $160 + $140 = **$300**

### Step 2: Break-even point in bundles:
- Break-even in bundles = Fixed costs / Contribution margin per bundle  
- Break-even in bundles = $90,000 / $300 = **300 bundles**

### Step 3: Break-even in DVD players:
- DVD players per bundle = 4  
- Break-even in DVD players = 300 bundles × 4 = **1,200 DVD players**

### **Answer:** 1,200 DVD players need to be sold to break even."
"Felton Farm Supplies, Inc., has an 8 percent return on total assets of $300,000 and a net profit margin of 5 percent. What are its sales?","$480,000",B,Answer the following question concisely and factually.,"To find the sales, we can use the formula for return on total assets (ROA):

$$
\text{ROA} = \frac{\text{Net Income}}{\text{Total Assets}}
$$

We are given:
- ROA = 8% = 0.08
- Total Assets = $300,000
- Net Profit Margin = 5% = 0.05

First, calculate Net Income:

$$
\text{Net Income} = \text{Net Profit Margin} \times \text{Sales}
$$

Let $ S $ be the sales. Then:

$$
\text{Net Income} = 0.05 \times S
$$

Now substitute into the ROA formula:

$$
0.08 = \frac{0.05 \times S}{300,000}
$$

Solve for $ S $:

$$
0.08 \times 300,000 = 0.05 \times S \\
24,000 = 0.05 \times S \\
S = \frac{24,000}{0.05} = 480,000
$$

**Answer: $480,000**."
An auditor decides to use the blank form of positive accounts receivable confirmation. The auditor should be aware that the blank form may be ineffective because,Few responses may occur because more effort is required of recipients.,B,Answer the following question concisely and factually.,the respondent may not provide the information requested.
"A company whose stock is trading at $10 per share has 1,000 shares of $1 par common stock outstanding when the board of directors declares a 30% common stock dividend. Which of the following adjustments should be made when recording the stock dividend?",Retained earnings is debited for $300.,B,Answer the following question concisely and factually.,"When a company declares a 30% common stock dividend, the adjustment involves increasing the retained earnings by the market value of the additional shares. 

Here’s the breakdown:

- **Current shares outstanding**: 1,000 shares
- **30% stock dividend**: 1,000 × 30% = 300 shares
- **Market price per share**: $10

**Adjustment**: Increase retained earnings by 300 shares × $10 = **$3,000**.

So, the correct adjustment is to **increase retained earnings by $3,000**."
"Which of the following, discovered during an audit, most likely would raise a question concerning possible illegal acts?",The entity prepared several large checks payable to cash during the year.,B,Answer the following question concisely and factually.,The discovery of unauthorized access to sensitive information during an audit most likely would raise a question concerning possible illegal acts.
"Which of the following procedures would an auditor most likely complete to test the existence assertion of property, plant and equipment?","Obtaining a listing of all current-year additions, vouching significant additions to original invoices, and determining that they have been placed in service.",B,Answer the following question concisely and factually.,"The auditor would most likely complete a physical count of property, plant, and equipment to test the existence assertion."
"An auditor may provide an issuer client any of the following nonaudit services without impairing independence and without obtaining the preapproval of the audit committee, except",Nonaudit services to perform financial information systems design and implementation.,B,Answer the following question concisely and factually.,"An auditor may provide an issuer client any of the following nonaudit services without impairing independence and without obtaining the preapproval of the audit committee, **except** financial statement disclosure of the client's transactions."
Parent gave securities with an adjusted basis of $10000 and fair market value of $9000 to a child. Later the child sold the securities for $7000. What is the child's basis for the securities sold?,"$9,000",B,Answer the following question concisely and factually.,"The child's basis for the securities is $10,000. When property is transferred to a child, the basis is generally the adjusted basis of the parent, unless the transfer is a gift with a charitable remainder trust or other special arrangement, which is not indicated here. Therefore, the child's basis remains $10,000."
A CPA was engaged to calculate the rate of return on a specified investment according to an agreedupon formula and verify that the resultant percentage agrees to the percentage in an identified schedule. The CPA's report on these agreed-upon procedures should contain,A disclaimer of responsibility for the sufficiency of those procedures.,B,Answer the following question concisely and factually.,"The CPA's report on these agreed-upon procedures should contain a description of the procedures performed, the results of the calculations, and a statement that the calculations were performed in accordance with the agreed-upon formula."
When comparing investment projects:,The IRR never changes the ranking of the projects,B,Answer the following question concisely and factually.,"When comparing investment projects, key factors to consider include **net present value (NPV)**, **internal rate of return (IRR)**, **payback period**, **profitability index**, and **initial investment cost**. Projects with higher NPV or IRR are generally more favorable, while the payback period indicates how quickly the initial investment is recovered. Additionally, risks, strategic fit, and cash flow patterns should be analyzed to make informed decisions."
According to rules issued under the Sarbanes-Oxley Act which of the following nonaudit services is an accounting firm permitted to provide for an issuer audit client without impairing the accounting firm's independence?,Providing factual accounts in testimony explaining positions taken during the performance of any services provided to the client.,B,Answer the following question concisely and factually.,"According to the Sarbanes-Oxley Act (SOX), an accounting firm is permitted to provide **tax consulting services** for an audit client without impairing its independence. Other nonaudit services, such as financial statement disclosure review, financial advice, or merger and acquisition advisory, are generally prohibited to maintain independence."
Match Co. manufactures a product with the following costs per unit based on a maximum plant capacity of 400000 units per year: Direct materials $ 60 Direct labor 10 Variable overhead 40 Fixed overhead 30 Total $140 Match has a ready market for all 400000 units at a selling price of $200 each. Selling costs in this market consist of $10 per unit shipping and a fixed licensing fee of $50000 per year. Reno Co. wishes to buy 5000 of these units on a special order. There would be no shipping costs on this special order. What is the lowest price per unit at which Match should be willing to sell the 5000 units to Reno?,$190,B,Answer the following question concisely and factually.,"To determine the lowest price per unit at which Match Co. should be willing to sell 5,000 units to Reno Co., we need to consider only the relevant costs, which are the variable costs (since fixed costs are already incurred and not affected by the special order).

The relevant costs per unit are:
- Direct materials: $60
- Direct labor: $10
- Variable overhead: $40

Total relevant cost per unit = $60 + $10 + $40 = **$110**

Since there are no shipping costs for the special order, the lowest price per unit at which Match Co. should be willing to sell the 5,000 units to Reno Co. is **$110**."
A 20% target contribution margin is set for Duct which is a new product with the following unit costs: Manufacturing costs Variable $12 Fixed 8 Selling & admin. Costs Variable $3 Fixed 5 What is Duct's target selling price?,$18.75,B,Answer the following question concisely and factually.,"To calculate Duct's target selling price, we use the target contribution margin ratio. The target contribution margin is 20% of the selling price.

First, calculate total variable costs per unit:
- Manufacturing variable: $12
- Selling & admin. variable: $3
- Total variable cost = $12 + $3 = $15

The contribution margin ratio is calculated as:
$$
\text{Contribution Margin Ratio} = \frac{\text{Selling Price} - \text{Variable Costs}}{\text{Selling Price}} = 20\% = 0.20
$$

Let $ P $ be the selling price. Then:
$$
P - 15 = 0.20P \\
P - 0.20P = 15 \\
0.80P = 15 \\
P = \frac{15}{0.80} = 18.75
$$

Duct's target selling price is **$18.75**."
"A company last paid a dividend of $3. If the expected return on its equity is estimated at 12% and its shares are currently quoted on London Stock Exchange at $75, what should the dividend growth rate be to ensure that the price is consistent with the pricing of a growing perpetuity?",8%,B,Answer the following question concisely and factually.,"To find the required dividend growth rate (g) that makes the stock price consistent with the pricing of a growing perpetuity, we use the Gordon Growth Model (also known as the Dividend Discount Model for a growing perpetuity):

$$
P_0 = \frac{D_1}{r - g}
$$

Where:
- $ P_0 $ is the current stock price ($75),
- $ D_1 $ is the next dividend (expected dividend in one year),
- $ r $ is the required return (12% or 0.12),
- $ g $ is the dividend growth rate.

Given that the last dividend paid was $3, the next dividend $ D_1 $ is expected to be $3(1 + g)$.

Substituting into the formula:

$$
75 = \frac{3(1 + g)}{0.12 - g}
$$

Solving for $ g $:

$$
75(0.12 - g) = 3(1 + g) \\
9 - 75g = 3 + 3g \\
9 - 3 = 75g + 3g \\
6 = 78g \\
g = \frac{6}{78} = 0.0769 \approx 7.69\%
$$

**Answer: The dividend growth rate should be approximately 7.69%.**"
Financial statements prepared by a voluntary health and welfare nongovernmental not-for-profit organization must report expenses by the following classification(s): Functional Natural,Yes Yes,B,Answer the following question concisely and factually.,Financial statements prepared by a voluntary health and welfare nongovernmental not-for-profit organization must report expenses by the following classifications: **Functional** and **Natural**.
"For an individual business owner, which of the following would typically be classified as a capital asset for federal income tax purposes?",Marketable securities,B,Answer the following question concisely and factually.,"For federal income tax purposes, a **capital asset** is generally property used in a business or for investment. Among common items, a **piece of equipment used in the business** is typically classified as a capital asset. Other examples include real estate, vehicles, and machinery. However, if the equipment is used mostly for personal purposes, it may not be considered a capital asset for tax purposes."
"According to COSO, which of the following is the most effective method to transmit a message of ethical behavior throughout an organization?",Demonstrating appropriate behavior by example.,B,Answer the following question concisely and factually.,"According to COSO, the most effective method to transmit a message of ethical behavior throughout an organization is **leadership commitment and example**."
Bailey Co. changed the accounting for insurance expense from the cash basis to the accrual basis in the current year. In January of the prior year Bailey recorded insurance expense of $240000 for the cash purchase of a four-year insurance policy. How should Bailey report the insurance transaction in the current year's financial statements?,As a $60000 debit to insurance expense a $120000 debit to prepaid asset and $180000 credit to retained earnings.,B,Answer the following question concisely and factually.,"Bailey Co. should report the insurance transaction using the accrual basis of accounting in the current year's financial statements. Under the accrual basis, the insurance expense should be recognized as it is incurred, not when cash is paid. 

Since the four-year insurance policy was purchased for $240,000 in January of the prior year, the expense should be recognized evenly over the four years. For the current year, Bailey should record $60,000 of insurance expense ($240,000 ÷ 4). 

Additionally, the remaining unexpired portion of the policy ($180,000) should be reported as a prepaid expense (an asset) on the balance sheet. 

Therefore, in the current year's financial statements, Bailey should report $60,000 of insurance expense and $180,000 as a prepaid asset."
Which of the following procedures should a user auditor include in the audit plan to create that most efficient audit when an audit client uses a service organization for several processes?,Review that service auditor’s report on controls placed in operations.,B,Answer the following question concisely and factually.,A user auditor should include **testing of controls** in the audit plan when an audit client uses a service organization for several processes. This helps assess the effectiveness of the service organization's controls and their impact on the client's financial statements.
In the current year Vinton exchanged unimproved land for an apartment building. The land had a basis of $300000 and a fair market value (FMV) of $420000 and was encumbered by a $100000 mortgage. The apartment building had an FMV of $550000 and was encumbered by a $230000 mortgage. Each party assumed the other's mortgage. What is Vinton's basis in the office building?,"$430,000",B,Answer the following question concisely and factually.,"Vinton's basis in the apartment building is calculated as follows:

- **Basis in the land**: $300,000  
- **FMV of the land**: $420,000  
- **FMV of the apartment building**: $550,000  
- **Mortgages**: Both parties assumed the other's mortgage, so the $100,000 mortgage on the land and the $230,000 mortgage on the building are assumed by the other party.

Since Vinton exchanged unimproved land for an apartment building, the basis in the apartment building is generally the FMV of the property received, adjusted for any assumed mortgage.

However, because the land was encumbered by a mortgage, the assumption of the mortgage does not affect the basis in the apartment building.

**Vinton's basis in the apartment building** is the **FMV of the apartment building** minus the **assumed mortgage**:

$$
\text{Basis} = \$550,000 - \$230,000 = \$320,000
$$

**Answer: $320,000**."
"When the operating effectiveness of a control is not evidenced by written documentation, an auditor should obtain evidence about the control’s effectiveness by",Inquiry and other procedures such as observation.,B,Answer the following question concisely and factually.,obtaining direct observation of the control in operation.
Lake Trust a simple trust reported the following items of income and expense during the year: Dividend income $2500 Taxable interest income 2000 Capital gains (allocable to corpus) 5000 Accounting fees (allocable to income) (500) Trustee fees (allocable to income) (750) What is Lake's distributable net income?,3250,B,Answer the following question concisely and factually.,"To calculate Lake Trust's distributable net income, we need to determine its taxable income, which is the income allocated to the income beneficiaries of the trust.

**Step 1: Calculate total income**
- Dividend income: $2,500
- Taxable interest income: $2,000
- Capital gains (allocable to corpus): $5,000

Total income = $2,500 + $2,000 + $5,000 = **$9,500**

**Step 2: Subtract expenses allocable to income**
- Accounting fees: $500
- Trustee fees: $750

Total expenses = $500 + $750 = **$1,250**

**Step 3: Calculate distributable net income**
Distributable net income = Total income - Total expenses  
= $9,500 - $1,250 = **$8,250**

**Answer: $8,250**"
An auditor of a nonissuer may not issue a qualified opinion when,The auditor lacks independence with respect to the entity.,B,Answer the following question concisely and factually.,"An auditor of a nonissuer may not issue a qualified opinion when there is no known limitation on the auditor's ability to obtain evidence. A qualified opinion is issued when the auditor encounters a known limitation that affects the auditor's ability to obtain sufficient appropriate evidence to form an opinion on the financial statements. If there is no such limitation, the auditor may not issue a qualified opinion."
Which of the following factors most likely would be considered an inherent limitation to an entity's internal control?,Collusion of employees in circumventing internal controls.,B,Answer the following question concisely and factually.,"An inherent limitation to an entity's internal control is **human error**. This includes mistakes made by employees, management, or other personnel in performing their duties. Other inherent limitations may include **management override** of controls and **complexity of operations**. However, **human error** is the most commonly cited inherent limitation."
"Bale Co. incurred $100,000 of acquisition costs related to the purchase of the net assets of Dixon Co. The $100,000 should be",Expensed as incurred in the current period,B,Answer the following question concisely and factually.,"The $100,000 acquisition costs should be **expensed as incurred**."
Smith Legal Services has offered to represent a plaintiff in a lawsuit for a retainer of $20000 plus 40% of any award over $20000. Smith expects to incur out-of-pocket expenditures of $15000 in litigating the suit. Possible court awards with their associated probabilities are: Award Probability $100000 0.7 $0 0.3 What is the expected value to Smith of the lawsuit?,"$27,400",B,Answer the following question concisely and factually.,"To calculate the expected value to Smith Legal Services, we consider the possible outcomes and their probabilities:

1. **Award of $100,000 with probability 0.7:**
   - Retainer: $20,000
   - 40% of award over $20,000: 40% of ($100,000 - $20,000) = 40% of $80,000 = $32,000
   - Total revenue: $20,000 + $32,000 = $52,000
   - Out-of-pocket expenses: $15,000
   - Net profit: $52,000 - $15,000 = $37,000
   - Expected value for this outcome: $37,000 × 0.7 = $25,900

2. **Award of $0 with probability 0.3:**
   - Retainer: $20,000
   - 40% of award over $20,000: 40% of ($0 - $20,000) = $0 (since the award is less than $20,000)
   - Total revenue: $20,000
   - Out-of-pocket expenses: $15,000
   - Net profit: $20,000 - $15,000 = $5,000
   - Expected value for this outcome: $5,000 × 0.3 = $1,500

**Total expected value to Smith:**
$25,900 + $1,500 = **$27,400**."
"A bond with a five-year maturity, paying 8% coupons and with a face value of $100, is bought at 104.1 in year 0, when it is issued. If I need to sell the bond at the the end the third year, when its prevailing price is 82, what is my holding period return on this investment? (Assume coupons are not reinvested.) HINT: Accumulate all coupons.",2%,B,Answer the following question concisely and factually.,"To calculate the **holding period return (HPR)**, we need to consider:

- **Coupon payments** received during the holding period.
- **Sale price** at the end of the third year.
- **Purchase price** at the beginning (Year 0).

### Given:
- Face value = $100
- Coupon rate = 8% → Annual coupon = 0.08 × 100 = $8
- Time held = 3 years
- Coupons received = 3 × $8 = $24
- Sale price at end of Year 3 = $82
- Purchase price = $104.1

### Holding Period Return (HPR) formula:
$$
\text{HPR} = \frac{\text{Total Proceeds} - \text{Initial Investment}}{\text{Initial Investment}} \times 100
$$

Where:
- Total Proceeds = Sale price + Coupons received = $82 + $24 = $106
- Initial Investment = $104.1

$$
\text{HPR} = \frac{106 - 104.1}{104.1} \times 100 = \frac{1.9}{104.1} \times 100 \approx 1.825\%
$$

### Final Answer:
**1.825%** (rounded to three decimal places)."
"What is the value of the tax shield if the value of the firm is $5 million, its value if unlevered would be $4.78 million, and the present value of bankruptcy and agency costs is $360,000?","$580,000",B,Answer the following question concisely and factually.,"The tax shield is the difference between the levered value of the firm and the unlevered value of the firm. 

Levered value of the firm = $5 million  
Unlevered value of the firm = $4.78 million  

Tax shield = Levered value - Unlevered value = $5 million - $4.78 million = **$220,000**."
"A CPA prepares income tax returns for a client. After the client signs and mails the returns, the CPA discovers an error. According to Treasury Circular 230, the CPA must",Promptly advise the client of the error.,B,Answer the following question concisely and factually.,"According to Treasury Circular 230, if a CPA discovers an error after the client has signed and mailed the income tax return, the CPA must **notify the client immediately** and **correct the error** if possible. The CPA is responsible for the return and must take steps to rectify the error to the extent practicable."
An auditor is using statistical sampling in testing whether cash disbursements were properly authorized. The sample results indicate that the sample rate of deviation plus the allowance for sampling risk exceeds the tolerable rate. Under these circumstances the auditor most likely would reduce the,Planned reliance on the prescribed control.,B,Answer the following question concisely and factually.,The auditor most likely would reduce the extent of substantive testing.
When assessing an internal auditor's objectivity an independent auditor should,Consider the policies that prohibit the internal auditor from auditing areas where relatives are employed in key management positions.,B,Answer the following question concisely and factually.,"When assessing an internal auditor's objectivity, an independent auditor should evaluate the internal auditor's independence, integrity, and impartiality. This includes examining their relationship with management, their adherence to professional standards, and their ability to perform audits without bias or influence from external pressures."
How would the following ratios or measures be affected if a company issued additional capital stock for cash? Total debt to total assets Working capital,Decrease Increase,B,Answer the following question concisely and factually.,"If a company issues additional capital stock for cash:

- **Total debt to total assets**: This ratio would **decrease** because the issuance of capital stock increases equity, not debt. The numerator (total debt) remains unchanged, while the denominator (total assets) increases, leading to a lower ratio.

- **Working capital**: This would **increase** because the company receives cash from the stock issuance, which increases current assets. Working capital is calculated as current assets minus current liabilities, so the increase in cash (a current asset) would raise working capital."
Which of the following statements is the most significant characteristic in determining the classification of an enterprise fund?,The pricing policies of the activity establish fees and charges designed to recover its cost.,B,Answer the following question concisely and factually.,The most significant characteristic in determining the classification of an enterprise fund is **whether it is financed primarily by user charges**.
"Rune Co.'s checkbook balance on December 31 was $10000. On that date Rune held the following items in its safe: $4000 check payable to Rune postdated January 3 and not included in the December 31 checkbook balance in collection of a sale made in December. $1000 check payable to Rune deposited December 15 and included in the December 31 checkbook balance but returned by the bank on December 30 stamped ""NSF"". The check was redeposited on January 2 and cleared on January 9. What amount should Rune report as cash in its December 31 balance sheet?","$9,000",B,Answer the following question concisely and factually.,"Rune Co. should report **$10,000** as cash in its December 31 balance sheet. 

**Explanation:**
- The **$10,000 checkbook balance** is the starting point.
- The **$4,000 postdated check** is not included in the checkbook balance but is in the safe, so it should be treated as cash.
- The **$1,000 check** was included in the checkbook balance but was returned NSF. However, since it was redeposited and cleared in January, it is not yet reflected in the December 31 balance sheet.

Thus, the total cash reported should be:  
**$10,000 (checkbook balance) + $4,000 (postdated check) = $14,000.**  

However, the question may imply that only the checkbook balance is to be reported, excluding the postdated check if it's not yet available. But based on standard accounting treatment, **$14,000** is the correct amount."
Which of the following procedures would an auditor most likely perform to obtain evidence about the occurrence of subsequent events?,Inquire about the current status of transactions that were recorded on the basis of preliminary data.,B,Answer the following question concisely and factually.,"An auditor would most likely perform a **subsequent events procedure** to obtain evidence about the occurrence of subsequent events. This typically involves reviewing the entity's records, confirming with third parties, and inspecting documentation to ensure that any events after the financial statements date have been properly considered and disclosed."
The following information pertains to Baxter Co: Inventory at beginning of year $200000 Inventory at year end $300000 Cost of goods sold during the year $500000 What was Baxter's inventory turnover for the year?,2,B,Answer the following question concisely and factually.,"Inventory turnover is calculated as Cost of Goods Sold (COGS) divided by Average Inventory.

1. **Calculate Average Inventory:**
   $$
   \text{Average Inventory} = \frac{\text{Beginning Inventory} + \text{Ending Inventory}}{2} = \frac{200000 + 300000}{2} = 250000
   $$

2. **Calculate Inventory Turnover:**
   $$
   \text{Inventory Turnover} = \frac{\text{COGS}}{\text{Average Inventory}} = \frac{500000}{250000} = 2
   $$

**Answer: 2**"
Prime Corp. is an accrual-basis calendar-year C corporation. Its current-year reported book income before federal income taxes was $300000 which included $17000 corporate bond interest income. A $20000 expense for term life insurance premiums on corporate officers was incurred. Prime was the policy owner and beneficiary. What was Prime's current-year taxable income as reconciled on Prime's Schedule M-1 Reconciliation of Income (Loss) per Books With Income per Return of Form 1120 U.S. Corporation Income Tax Return?,"$320,000",B,Answer the following question concisely and factually.,"To calculate Prime Corp.'s current-year taxable income as reconciled on Schedule M-1, we need to adjust the book income for temporary differences between book income and taxable income.

1. **Book Income**: $300,000  
2. **Corporate bond interest income**: $17,000 (this is taxable, so no adjustment needed)  
3. **Term life insurance premiums**: $20,000 (this is not deductible for federal income tax purposes because it is a personal benefit to corporate officers, even though Prime is the policy owner and beneficiary)

**Adjustment**: Add back the $20,000 term life insurance expense because it is not deductible for tax purposes.

**Taxable Income**: $300,000 + $20,000 = **$320,000**."
During the current year Cooley Co. had an unrealized gain of $100000 on a debt investment classified as available-for-sale. Cooley's corporate tax rate is 25%. What amount of the gain should be included in Cooley's net income and other comprehensive income at the end of the current year? Net income Other comprehensive income,$0 $75000,B,Answer the following question concisely and factually.,"- **Net Income**: $0  
- **Other Comprehensive Income**: $75,000  

The unrealized gain of $100,000 is not included in net income but is instead recorded in other comprehensive income. Since Cooley's tax rate is 25%, the tax effect on the unrealized gain is $25,000, resulting in $75,000 of after-tax unrealized gain reported in other comprehensive income."
Which of the following matters is included in a typical comfort letter?,Negative assurance on whether unaudited condensed financial information complies in form with the accounting requirements of the SEC.,B,Answer the following question concisely and factually.,A typical comfort letter includes the **statement of the issuer's intention to comply with applicable laws and regulations**.
Which of the following characteristics most likely would heighten an auditor's concern about the risk of material misstatements arising from fraudulent financial reporting?,Management displays a significant disregard for regulatory authorities.,B,Answer the following question concisely and factually.,The characteristic that most likely would heighten an auditor's concern about the risk of material misstatements arising from fraudulent financial reporting is **management override of accounting estimates**. This is because it indicates a potential lack of proper controls and a higher risk of intentional misstatements to mislead financial statement users.
The primary purpose of a not-for-profit organization's statement of activities is to provide relevant information to its,Resource providers.,B,Answer the following question concisely and factually.,"The primary purpose of a not-for-profit organization's statement of activities is to provide relevant information to its **stakeholders**, including donors, investors, and regulatory agencies, about the organization's financial position and changes in net assets during a specific period."
"Kanji Company had sales last year of $265 million, including cash sales of $25 million. If its average collection period was 36 days, its ending accounts receivable balance is closest to . (Assume a 365-day year.)",$23.7 million,B,Answer the following question concisely and factually.,"To find the ending accounts receivable balance, we use the average collection period formula:

$$
\text{Average Collection Period} = \frac{365}{\text{Receivables Turnover}} = \frac{\text{Accounts Receivable}}{\text{Credit Sales}}
$$

First, calculate credit sales:

$$
\text{Credit Sales} = \text{Total Sales} - \text{Cash Sales} = 265 - 25 = 240 \text{ million}
$$

Next, find the receivables turnover:

$$
\text{Receivables Turnover} = \frac{365}{36} \approx 10.14
$$

Now, solve for accounts receivable:

$$
\text{Accounts Receivable} = \text{Credit Sales} \times \frac{1}{\text{Receivables Turnover}} = 240 \times \frac{1}{10.14} \approx 23.67 \text{ million}
$$

Thus, the ending accounts receivable balance is closest to **$23.67 million**."
"Palmyra Co. has net income of $11,000, a positive $1,000 net cumulative effect of a change in accounting principle, a $3,000 unrealized loss on available-for-sale securities, a positive $2,000 foreign currency translation adjustment, and a $6,000 increase in its common stock. What amount is Palmyra’s comprehensive income?","$10,000",B,Answer the following question concisely and factually.,"To compute Palmyra Co.'s comprehensive income, we sum all the components that make up comprehensive income, which includes net income and other comprehensive income (OCI):

- **Net Income** = $11,000  
- **Net Cumulative Effect of a Change in Accounting Principle** = $1,000 (this is part of OCI)  
- **Unrealized Loss on Available-for-Sale Securities** = ($3,000) (this is part of OCI)  
- **Foreign Currency Translation Adjustment** = $2,000 (this is part of OCI)  
- **Increase in Common Stock** = $6,000 (this is not part of comprehensive income, as it is a equity transaction, not part of OCI or net income)

**Other Comprehensive Income (OCI)** = $1,000 - $3,000 + $2,000 = $0

**Comprehensive Income** = Net Income + OCI = $11,000 + $0 = **$11,000**."
"On October 31, year 1, a company with a calendar year-end paid $90,000 for services that will be performed evenly over a sixmonth period from November 1, year 1, through April 30, year 2. The company expensed the $90,000 cash payment in October, year 1, to its services expense general ledger account. The company did not record any additional journal entries in year 1 related to the payment. What is the adjusting journal entry that the company should record to properly report the prepayment in its year 1 financial statements?","Debit prepaid services and credit services expense for $60,000.",B,Answer the following question concisely and factually.,"The company should record an adjusting journal entry to recognize the portion of the prepayment that has been used up during year 1. Since the services are performed evenly over six months (November 1, year 1, through April 30, year 2), the monthly amount is $15,000 ($90,000 ÷ 6).

For year 1, the company has used four months of services (November to February), so the adjusting entry should recognize $60,000 of expense ($15,000 × 4) and reduce the prepaid expense asset by the same amount.

**Adjusting Journal Entry:**

- Debit: Services Expense $60,000  
- Credit: Prepaid Services $60,000"
Which of the following should a practitioner perform as part of an engagement for agreed-upon procedures in accordance with Statements on Standards for Attestation Engagements?,Issue a report on findings based on specified procedures performed.,B,Answer the following question concisely and factually.,"As part of an engagement for agreed-upon procedures in accordance with Statements on Standards for Attestation Engagements (SSAE), a practitioner should **design and perform the procedures** that are agreed upon with the client. This includes **planning the engagement**, **defining the scope and objectives**, and **performing the procedures as agreed**. The practitioner is not required to express an opinion or provide assurance, but must ensure the procedures are carried out as agreed."
"Joe is the trustee of a trust set up for his father. Under the Internal Revenue Code, when Joe prepares the annual trust tax return, Form 1041, he",Is not considered a tax return preparer.,B,Answer the following question concisely and factually.,"When Joe prepares the annual trust tax return, Form 1041, he must report all income, deductions, and credits of the trust. He is responsible for ensuring the trust's tax return is filed accurately and on time, and he may also be required to file a Schedule K-1 for beneficiaries to report their share of the trust's income."
"A nongovernmental, not-for-profit organization held the following investments:
Investment Cost, Fair value (beginning of year), Fair value (end of year)
Stock A (100 shares), $50 per share, $45, $51
Stock B (200 shares), $40 per share, $41, $49
What amount of stock investments should be reported in the year-end statement of financial position?","$14,900",B,Answer the following question concisely and factually.,"The amount of stock investments that should be reported in the year-end statement of financial position is the **fair value at the end of the year**.

- **Stock A**: 100 shares × $51 = **$5,100**
- **Stock B**: 200 shares × $49 = **$9,800**

**Total stock investments reported**: $5,100 + $9,800 = **$14,900**."
Strut Co. has a payable to its parent Plane Co. In which of the following balance sheets should this payable be reported separately? Strut's Plane's consolidated balance sheet balance sheet,Yes No,B,Answer the following question concisely and factually.,"Strut Co.'s payable to its parent Plane Co. should be reported separately in **Strut's balance sheet**. In consolidated balance sheets, intercompany payables are eliminated to avoid double-counting. Therefore, the payable would not appear in the consolidated balance sheet but would be shown in Strut's individual balance sheet."
An entity prepares its financial statements on the income tax basis. A description of how that basis differs from GAAP should be included in the,Notes to the financial statements.,B,Answer the following question concisely and factually.,The description of how the income tax basis differs from GAAP should be included in the **notes to the financial statements**.
"Lind Co.'s salaries expense of $10,000 is paid every other Friday for the 10 workdays then ending. Lind's employees do not work on Saturdays and Sundays. The last payroll was paid on June 18. On Wednesday, June 30, the month-end balance in the salaries expense account before accruals was $14,000. What amount should Lind report as salaries expense in its income statement for the month ended June 30?","$22,000",B,Answer the following question concisely and factually.,"To determine the salaries expense for the month ended June 30, we need to calculate the accrued salaries for the period from June 18 (last payroll) to June 30.

- Salaries are paid every other Friday for 10 workdays (Monday to Friday, skipping Saturday and Sunday).
- The last payroll was on June 18 (a Friday), so the next payroll will be on July 2 (a Friday).
- From June 18 to June 30, there are 12 days.
- Since salaries are paid for 10 workdays every two weeks, the daily rate is $10,000 ÷ 10 = $1,000 per day.
- The number of workdays from June 18 to June 30 is 6 (June 18 is a Friday, and the next workdays are June 19 (Sat), June 20 (Sun), June 21 (Mon), June 22 (Tue), June 23 (Wed), June 24 (Thu), June 25 (Fri), June 26 (Sat), June 27 (Sun), June 28 (Mon), June 29 (Tue), June 30 (Wed)). However, since employees do not work on Saturdays and Sundays, the workdays are: June 18 (Fri), June 21 (Mon), June 22 (Tue), June 23 (Wed), June 24 (Thu), June 25 (Fri) – total of 6 workdays.
- Accrued salaries for 6 days = 6 × $1,000 = $6,000.

Therefore, Lind should report **$6,000** as salaries expense in its income statement for the month ended June 30."
Which of the following statements is correct as it relates to changes in accounting estimates?,"Whenever it is impossible to determine whether a change in accounting estimate or a change in accounting principle has occurred, the change should be considered a change in estimate.",B,Answer the following question concisely and factually.,The correct statement is: **Changes in accounting estimates are accounted for in the period of the change and future periods.**
A partner in a general partnership is usually not entitled to which of the following?,To be liable only for personal negligence.,B,Answer the following question concisely and factually.,A partner in a general partnership is usually not entitled to **limited liability**.
